"ID", "Name", "Type", "Journal", "InternalName", "Zone", "ZoneID"
5695, "Contract: The Rift", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts. There are no stipulations regarding methods or timing, so I may execute the target at my discretion.", "DB-CON TR-SS Shor's Stone", "", 0
5697, "Contract: The Rift", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts. There are no stipulations regarding methods or timing, so I may execute the target at my discretion.", "DB-CON TR-RI Fighter's Guild", "", 0
5698, "Contract: Deshaan Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Deshaan.", "DB-Spree Deshaan", "", 0
5700, "Contract: Glenumbra Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Glenumbra.", "DB-Spree Glenumbra", "", 0
5702, "Silk and Shadow", 5, "An Argonian Shadowscale named Tsatva-Lan went missing while investigating the lair of a rival group of assassins known as the Silken Ring. His former student, Hides-the-Ashes, asked me to help her track down her mentor and rescue him.", "VDUN-CoS Cradle of Shadows", "", 0
5703, "Contract: Greenshade Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Greenshade.", "DB-Spree Greenshade", "", 0
5705, "Contract: Reaper's March Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Reaper's March.", "DB-Spree Reaper's March", "", 0
5706, "Contract: Rivenspire Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Rivenspire.", "DB-Spree Rivenspire", "", 0
5707, "Contract: Shadowfen Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of Shadowfen.", "DB-Spree Shadowfen", "", 0
5708, "Contract: Kvatch", 3, "I agreed to be initiated into the ways of the Dark Brotherhood's murder-for-hire contracts. There are no stipulations regarding methods or timing, so I may execute the target at my discretion.", "DB-CON Kvatch Starter", "Gold Coast", 823
5711, "Contract: The Rift Spree", 3, "I accepted one of the Dark Brotherhood's murder-for-hire contracts, which requests the indiscriminate slaughter of citizens of the Rift.", "DB-Spree The Rift", "", 0
5713, "Sacrament: Trader's Cove", 3, "I received a contract from the Speaker.", "DB-DS1 Q5713 Sacrament", "", 0
5714, "Sacrament: Trader's Cove", 3, "I received a contract from the Speaker.", "DB-DS1 Q5714 Sacrament", "", 0
5724, "Sacrament: Sewer Tenement", 3, "I received a contract from the Speaker.", "DB-DS5 Q5724 Sacrament", "", 0
5726, "Sacrament: Sewer Tenement", 3, "I received a contract from the Speaker.", "DB-DS5 Q5726 Sacrament", "", 0
5733, "Ancient Armaments in Bangkorai", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in the Crypt of the Exiles, located in Bangkorai.", "UD Daily Ancient Armaments in", "Clean Test", 2
5734, "The Spirit Trap in Malabal Tor", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Shael Ruins, located in Malabal Tor.", "UD Daily The Spirit Trap in Ma", "Clean Test", 2
5735, "Ancestor Wards in Deshaan", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in the Corpse Garden, located in Deshaan.", "UD Daily Ancestor Wards in Des", "Clean Test", 2
5737, "Dwarven Relics of Stonefalls", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in the Inner Sea Armature, located in Stonefalls.", "UD Daily Dwarven Relics of Sto", "Clean Test", 2
5738, "Ayleid Trinkets in Grahtwood", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Wormroot Depths, located in Grahtwood.", "UD Daily Ayleid Trinkets in Gr", "Clean Test", 2
5739, "Red Rook Ransack in Glenumbra", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Ilessan Tower, located in Glenumbra.", "UD Daily Red Rook Ransack in G", "Clean Test", 2
5742, "The Witchmother's Bargain", 12, "I have summoned one of the fabled witchmothers, who are rumored to appear only during the Witches Festival! Legends say these strange beings can be bargained with for power.", "Event - Witches Festival", "", 0
5743, "The Oldest Ghost", 6, "", "TRIAL_SO Sanctum Ophidia Norm", "", 1
5745, "Molten Pearls of Alik'r Desert", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Aldunz, located in Alik'r Desert.", "UD Daily Molten Pearls of Alik", "Clean Test", 2
5746, "The Corrupted Stone", 1, "The guardian star sign of the Warrior has failed to appear to protect the mortal world from the Serpent. One of the Star-Gazers needs help uncovering what might be happening.", "NCL The Corrupted Sto", "", 0
5747, "The Star-Gazers", 0, "A Herald has come with tales of a dire threat in the distant land of Craglorn.", "NCL Q5747 The Stargazers", "", 0
5748, "The Warrior's Call", 0, "I met a strange Imperial who was being held captive by the Daggerfall Covenant. He believes he knows how to defeat the cursed army of Anka-Ra that has laid siege to Craglorn since the Celestials appeared.", "NCL The Warrior's Call", "", 0
5754, "Waters Run Foul", 1, "", "Q5754 - Waters Run Foul", "", 0
5755, "Supreme Power", 1, "Refugees outside of Elinhir told me that the city has been ransacked by mad mages. They sent me to Minerva Lauzon, who is gathering survivors in the sewers.", "Q5755 Supreme Power", "", 0
5756, "Critical Mass", 1, "A giant object fell from the heavens when the Mage constellation disappeared. Sara Benele is examining the object, which she calls the \"Mage's Staff.\" She believes the staff is unstable and needs my help to fix it.", "NCL Critical Mass", "", 0
5757, "Gem of the Stars", 0, "", "NCL Q5757 Gem of the Stars", "", 0
5758, "Strange Lexicon", 0, "", "NCL Q5758 Strange Lexicon", "", 0
6277, "The Assassin's Arbitration", 0, "A local dispute over a saltrice farm has now gotten to the point where Sulahkeesh, a former Shadowscale, must arbitrate for a resolution to be found. I volunteered to ask the former assassin for her help.", "Q6277 Arbitration Clause Besto", "", 0
5759, "Message Unknown", 0, "Hermaeus Mora asked me to bring him unique relics from across Craglorn in exchange for knowledge of the Celestials. Perhaps he'll be interested in this strange writing.", "NCL Q5759 Message Unknown", "", 0
5762, "The Reason We Fight", 1, "", "NCL Q5762 Reason We Fight", "", 0
5763, "The Shattered and the Lost", 1, "I encountered a Star-Gazer who told me that two High Elf women inside the Crossroad Tavern claim to be aspects of the Celestial Mage. I should talk to them and investigate their claims.", "The Shattered and Lost", "", 0
5766, "Iron and Scales", 0, "I met an Iron Orc shaman who had been banished by a younger rival. What's more, this rival, named Agganor, seems to be responsible for the Iron Orc and Scaled Court alliance. The old shaman wants me to avenge him.", "NCL Iron and Scales", "", 0
5769, "The Serpent's Fang", 0, "A Wood Elf named Little Leaf claims she's on a mission to stop the Iron Orcs from building a troll army. She tried to appeal to the Orc leaders, but diplomacy didn't work. Now she wants me to come along and try a more forceful approach.", "NCL Q5769 The Serpent's Fang", "Craglorn", 888
5770, "Souls of the Betrayed", 1, "A devout knight of the Divines discovered that the dead have awakened in the depths of Skyreach Catacombs. If the legend of Virmaril is true, then a powerful Elven necromancer could be the source of the trouble.", "NCL Souls of the Betr", "", 0
6144, "Pearls Before Traitors", 0, "Captain Telomure has asked me to destroy a pearl that's been stolen by a member of the Divine Prosecution, Justiciar Avanaire. The pearl is somewhere in Tor-Hame-Khard.", "SU-D4 Chains of Command", "", 0
5774, "A Leaf in the Wind", 0, "Regent Cassipia has asked me to find her seneschal, Little Leaf, somewhere along the road through the northeast passage. She wants me to offer my aid to Little Leaf and help her foil another one of the Scaled Court's plans.", "NCL Q5774 A Leaf in the Wind", "", 0
5775, "Holding Court", 0, "Little Leaf has asked me to find her friend, Regent Cassipia, in Dragonstar. She claims that the two of them are working from the inside to stop the Scaled Court.", "NCL Q5775 Holding Court VECTOR", "", 0
5777, "The Gray Passage", 0, "I found a book describing an ancient Nedic hero named Ranev the Coal-Eyed Wanderer and her legendary pilgrimage along \"The Gray Passage.\" According to the text, those who complete the pilgrimage in the allotted time gain the favor of the Stars.", "NCL Q5777 The Gray Passage", "", 0
5778, "Give and Take in Shadowfen", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Atanaz Ruins, located in Shadowfen.", "UD Daily Give and Take in Shad", "Clean Test", 2
5779, "Icy Intrigue in Eastmarch", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Chill Hollow, located in Eastmarch.", "UD Daily Icy Intrigue in Eastm", "Clean Test", 2
5780, "Pledge: Cradle of Shadows", 5, "<<1>> of the Undaunted has challenged me to explore the Cradle of Shadows.", "Q5780 Pledge Cradle of Shadow", "", 0
5787, "Dark Anchors in Bangkorai", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Bangkorai.", "FG Daily Bangkorai", "", 0
5788, "Dark Anchors in Stonefalls", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Stonefalls.", "FG Daily Stonefalls", "", 0
6160, "Struck from Memory", 0, "Dangerous Worm Cult tomes are circulating throughout Summerset. The Office of Divine Prosecution wants some of these forbidden books recovered and disposed of.", "Q6160 Daily SU-D6", "", 0
5790, "Dark Anchors in Shadowfen", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Shadowfen.", "FG Daily Shadowfen", "", 0
5791, "Dark Anchors in Eastmarch", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Eastmarch.", "FG Daily Eastmarch", "", 0
5794, "Dark Anchors in Grahtwood", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Grahtwood.", "FG Daily Grahtwood", "", 0
5796, "Dark Anchors in Greenshade", 3, "<<1>> of the Fighters Guild learned of Worm Cult activity in Greenshade.", "FG Daily Greenshade", "", 0
5798, "Veiled Darkness in Auridon", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in <<2>>, located in Auridon.", "UD Daily Veiled Darkness in Au", "Clean Test", 2
5799, "A Hireling of House Telvanni", 0, "Two Argonian slaves named Eoki and Sun-in-Shadow have hatched a plot to win their freedom from the Dark Elves of House Telvanni.", "TVQ1 Hireling", "", 0
5802, "Inflamed Pyres of the Rift", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Shroud Hearth Barrow, located in the Rift.", "UD Daily Inflamed Pyres of the", "Clean Test", 2
0, "", 0, "", "", "", 0
5811, "Snow Bear Plunge", 12, "<<1>>, a New Life Herald, spoke of a Lower Yorgrim New Life Festival in Eastmarch.", "Event - New Life Nord", "", 0
5819, "Madness in Deshaan", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Deshaan.", "Q5819 MG Daily Deshaan", "", 0
5820, "Madness in Eastmarch", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Eastmarch.", "Q5820 MG Daily Eastmarch", "", 0
6192, "Woe of the Welkynars", 6, "Z'Maja, a powerful Sload sorceress, has filled the city of Cloudrest with an unnatural shadow which saps the life of all it touches. I've agreed to help Olorime defeat Z'Maja and save the city.", "TRIAL-CR Cloudrest", "Glenumbra", 3
5822, "Madness in Glenumbra", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Glenumbra.", "Q5822 MG Daily Glenumbra", "", 0
5824, "Madness in Greenshade", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Greenshade.", "Q5824 MG Daily Greenshade", "", 0
5826, "Madness in Reaper's March", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Reaper's March.", "Q5826 MG Daily Reaper's March", "", 0
5827, "Madness in Rivenspire", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Rivenspire.", "Q5827 MG Daily Rivenspire", "", 0
5828, "Madness in Shadowfen", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Shadowfen.", "Q5828 MG Daily Shadowfen", "", 0
5830, "Madness in Stormhaven", 3, "<<1>> of the Mages Guild wants me to recover a dangerous relic from Stormhaven.", "Q5830 MG Daily Stormhaven", "", 0
5832, "Like Blood from a Stone", 0, "A Dark Elf businessman named Malur Rethan is convinced that his brother and partner, Benar, is hiding something in the Vassir-Didanat ebony mine. He asked me to investigate.", "Q5832-LikeBloodFromStone", "", 0
5834, "The Trial of Five-Clawed Guile", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of <<2>>'s New Life Festival in Reaper's March.", "Event - New Life Khajiit", "", 0
5836, "Bound by Love", 0, "Llonas Givyn desires to marry his love, Tirwin. Unfortunately, Tirwin is a slave belonging to Llonas's mother, Faras, who disapproves of the pairing.", "Q5836 Enslaved by Love Bestow", "", 0
6208, "Capture Any Nine Resources", 7, "I accepted a mission to help capture farms, lumber mills, and mines for the Pact. Conquering any nine of these resources will complete my mission.", "Capture any nine resources Cyr", "", 0
5838, "Mud Ball Merriment", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of a Skywatch New Life Festival in Auridon.", "Event - New Life Bosmer", "", 0
5839, "Signal Fire Sprint", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of <<2>>'s New Life Festival in Alik'r Desert.", "Event - New Life Redguard", "", 0
5841, "At Any Cost", 0, "Mistress Dratha, having woken from a crippling illness, made it clear that she wants to beat death. Seven Daedric relics called the Stones of Cold Fire may be the key to achieving immortality.", "Q5841 At Any Cost", "", 0
5852, "War Orphan's Sojourn", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of <<2>>'s New Life Festival in Grahtwood.", "Event - New Life Altmer", "", 0
5853, "Culinary Justice in Greenshade", 3, "<<1>>, one of the Undaunted, gave me a challenge to complete in Naril Nagaia, located in Greenshade.", "UD Daily Culinary Justice in G", "Clean Test", 2
5856, "Stonetooth Bash", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of the New Life Festival in Betnikh.", "Event - New Life Orc", "", 0
5857, "A Smuggler's Last Stand", 0, "The feared Camonna Tong crime syndicate attacked a group of people smugglers at Khartag Point. Khartag and a group of slaves retreated to a nearby cavern. They'll be killed if help doesn't arrive soon.", "5857 Finally Free (Delve)", "", 0
5859, "Rising to Retainer", 0, "The recently freed Argonian slave, Sun-in-Shadow, seeks to continue her climb through the ranks of House Telvanni. She needs my help to claim the next title.", "Q5859 Rising to Retainer", "", 0
6239, "She Who Eats the Light", 0, "The Teeth of Sithis, a pair of ancient xanmeer temples, has been overtaken by the servants of its heretical, former high priestess, Shuxaltsei. She has taken the custodians of the Teeth captive and is sacrificing them in some profane blood rite.", "Q6239 The Last Sacrifice", "", 0
0, "", 0, "", "", "", 0
5862, "The Scarlet Judge", 0, "According to a masked vigilante known as the Scarlet Judge, a corrupt marshal named Hlaren is oppressing the citizens of Suran. I must aid the Judge in rooting out this corruption.", "Q5862 TheScarletJudge", "", 0
5864, "Nothing to Sneeze At", 0, "", "Q5864 AlchemySneezes", "", 0
5866, "Oxen Free", 1, "I've been hired to defeat a nix-ox that has been eating mushrooms the wizard Bravosi Felder is attempting to research. I'm also required to collect samples of the mushrooms while in the area.", "GrB4-Q5866-OxenFree", "", 0
6240, "The Lost Legion", 0, "Dradeiva, a local Argonian, seeks to prove that the Imperial Ninth Legion disappeared in the Tsofeer Caverns. She hopes to show that her ancestor didn't betray Murkmire. Unfortunately, the caves may also be home to the monstrous voriplasm, Wuju-Ka.", "Q6240LostLegion", "", 0
0, "", 0, "", "", "", 0
5876, "A Dangerous Breed", 0, "A mad breedsman named Drovos Nelvayn has created a dangerous new genus of kwama. These insects attack without provocation and resist any attempts at domestication. If the creatures escape, native kwama and the miners that tend them will suffer.", "Q5876 Business Etiquette", "", 0
5879, "The New Life Festival", 12, "<<1>>, a New Life Herald in Eastmarch, spoke of the New Life Festival celebrated across Tamriel.", "Event - New Life Intro", "", 0
5881, "A Hidden Harvest", 0, "According to a Khajiiti farmer named Halinjirr, a flock of bandits claimed the cavern of Zainsipilu and seized his stock of valuable crops.", "Q5881 Bestow", "", 0
5882, "Ancestral Adversity", 0, "Elfbetta, personal assistant to the famed explorer Narsis Dren, informed me that the adventurer is investigating the ancestral tombs that dot the Vvardenfell landscape. They apparently uncovered an old scroll that hints at hidden treasure.", "Q5882 Narsis Dren Quest", "", 0
5883, "Hatching a Plan", 0, "Another crisis looms in the Gnisis Egg Mine. Kwama workers, driven mad by the tonal magicks of the Dwarven resonator, killed their queen. Without the queen, the colony dies. If I do not act, the mining town of Gnisis will die along with it.", "Q5883 - Hatching a Plan", "", 0
6256, "Reeling in Recruits", 0, "Jee-Lar asked me to help recruit adventurers to join Cyrodilic Collections' expedition to Murkmire. Posting recruitment handbills and performing a traditional Argonian dance will help drum up interest.", "6256 Recruitment", "", 0
5886, "The Heart's Desire", 0, "The scholar, Neramo, has a problem. One of his less savory competitors, Artisan Lenarmen, stole his Dwemer control rod, and seeks to use it to find an ancient artifact. I must stop Lenarmen before he discovers the secret of Nchulefthingth.", "Q5886 AncientMechanism", "", 0
5887, "Fleeing the Past", 0, "A House Redoran Councilor seeks information regarding his missing daughter, Veya Releth. After exhausting House resources, he's turned to outside help in a concerted effort to find her.", "Q5887 - Fleeing the Past", "", 0
5889, "Blood for Blood", 5, "I encountered an escaped captive named Filand who warned me that the Reachmen are kidnapping people to labor at a strange, ancient Forge in this valley. He asked me to help rescue the other prisoners before the Reachmen work them to death, or worse.", "DUN-BRF Blood for Blood", "", 0
0, "", 0, "", "", "", 0
5894, "Forging the Future", 6, "Strange contraptions have emerged from a rift in the caverns beneath Tel Fyr and killed most of the Telvanni who were growing the tower. The renowned mage Divayth Fyr has asked me to accompany him in investigating this threat.", "TRIAL_HoF Halls of Fabrication", "Glenumbra", 3
0, "", 0, "", "", "", 0
0, "", 0, "", "", "", 0
6217, "Kill 40 Enemy Players", 7, "Grand Warlord Dortene has authorized a bonus for any Covenant soldier who slays 40 enemy combatants.", "Kill 40 Enemy Players Covenant", "", 0
5900, "Echoes of a Fallen House", 0, "", "Q5900 VV-PUB2-FW", "", 0
5901, "Objections and Obstacles", 0, "With my help, Sun-in-Shadow achieved the rank of retainer in the Great House Telvanni. If she is to help free Eoki, she will need to climb the ranks even further. Unfortunately, becoming an oathman may present a greater challenge than she expects.", "Q5901 Objections and Obstacles", "", 0
5903, "The Memory Stone", 0, "An elderly Dark Elf named <<1>> contracted me to transport a memory stone to locations across Vvardenfell. He wishes to archive his memories for future generations.", "Q5903 The Memory Stone", "", 0
5905, "Divine Restoration", 0, "Archcanon Tarvus revealed himself to be Barbas, the hound of Clavicus Vile. In an effort to locate and take control of Clockwork City, he tricked me into helping him drain Lord Vivec's energy. I need to stop Barbas and recover Lord Vivec's energy.", "VQ5 Divine Restoration", "Vvardenfell", 849
5907, "Great Zexxin Hunt", 0, "Huntmaster Sorim-Nakar of the Erabenimsun Ashlander tribe has given me a challenge. He wants me to hunt the deadly nix-ox called Great Zexxin.", "Q5907 Hunt Nix Ox", "", 0
5908, "Tarra-Suj Hunt", 0, "Huntmaster Sorim-Nakar of the Erabenimsun Ashlander tribe has given me a challenge. He wants me to hunt the deadly nix-hound called Tarra-Suj.", "Q5908 NixHound", "", 0
5910, "Mother Jagged-Claw Hunt", 0, "Huntmaster Sorim-Nakar of the Erabenimsun Ashlander tribe has given me a challenge. He wants me to hunt the giant mudcrab called Mother Jagged-Claw.", "Q5910 Hunt Mudcrab", "", 0
5911, "Ash-Eater Hunt", 0, "Huntmaster Sorim-Nakar of the Erabenimsun Ashlander tribe has given me a challenge. He wants me to hunt the dire ash beetle called Ash-Eater.", "Q5911 Hunt Beetle", "", 0
5914, "The Magister Makes a Move", 0, "My ambitious companion, Sun-in-Shadow, succeeded in replacing Magister Gothren's Mouth, Ralasa Delvi. But even success carries risk in Sadrith Mora. Rumor has it that Magister Gothren leaves no slight unpunished.", "Q5914 Magister Moves", "Glenumbra", 3
5915, "Tribal Troubles", 0, "The Ashlanders of Zainab have been run out of Nchuleft, stopping them from scavenging the ruins for items to trade. The Temple wishes to better their relations with the tribe by gathering tools and parts which were left behind.", "Q5915 Zainab Supplies", "", 0
5918, "A Creeping Hunger", 1, "I've been hired by researchers to defeat a Hunger that's protecting a ruin they wish to study. I'm also required to gather relics scattered around the ruin.", "GrB5-Q5918-Hungering", "", 0
5919, "Of Faith and Family", 0, "Even though I confirmed that Veya is safe, Councilor Eris continues to press me to arrange a meeting between him and his daughter.", "Of Faith and Family", "", 0
5921, "Springtime Flair", 12, "Jester Queen Ayrenn has tasked me with enforcing cheer at her festivities by finding any festival goers who aren't acting the spirit of things and pelting them with flower petals.", "Event - Jester Ayrenn Springti", "Clean Test", 2
5922, "The Heart of a Telvanni", 0, "After a harrowing experience at the hands of Magister Gothren, Sun-in-Shadow finds herself at a crossroads-torn between a mage's ambition and the fruits of companionship. Dedicating herself to one may well destroy her chances at the other.", "Telvanni Q5922", "", 0
5923, "The Lost Library", 0, "The miniature model of Vvardenfell is nearly complete. One section remains missing, which Librarian Bradyn believes is the key to finding the lost Library of Andule.", "Q5923 AncientLibrary", "", 0
5925, "Relics of Assarnatamat", 0, "Numani-Rasi of the Urshilaku Ashlander tribe has requested that I explore the ruins of the Daedric shrine Assarnatamat and gather as many historic relics as I can find.", "VV-Q5925-2", "", 0
5927, "Relics of Ashurnabitashpi", 0, "Numani-Rasi of the Urshilaku Ashlander tribe has requested that I explore the ruins of the Daedric shrine Ashurnabitashpi and gather as many historic relics as I can find.", "VV-Q5927-4", "", 0
5929, "Relics of Dushariran", 0, "Numani-Rasi of the Urshilaku Ashlander tribe has requested that I explore the ruins of the Daedric shrine Dushariran and gather as many historic relics as I can find.", "VV-Q5929-6", "", 0
5930, "Relics of Ashalmawia", 0, "Numani-Rasi of the Urshilaku Ashlander tribe has requested that I explore the ruins of the Daedric shrine Ashalmawia and gather as many historic relics as I can find.", "VV-Q5930-7", "", 0
5931, "A Noble Guest", 12, "Jester King Jorunn requested that I steal his bride-to-be away from her minders, so she may join him in his Feast of Fools.", "Event - Jester Jorunn Noble Gu", "Clean Test", 2
5933, "A Purposeful Writ", 0, "With the revelation that Veya's brother is dead, Councilor Eris has asked me to keep his daughter away from Balmora and House Redoran while he looks into what happened. In the meantime, Ashur asked me to talk to Veya.", "A Purposeful Writ", "", 0
5934, "Tax Deduction", 0, "I have been asked to retrieve taxes and records stolen by bandits.", "Q5934 Retrieving Taxes", "", 0
5935, "The Missing Prophecy", 0, "An oracle of Azura named Rhea Opacarius needs my help. Some malevolent force conspires to destroy her order and, perhaps, all of Tamriel.", "Q5935 VVTeaser", "Glenumbra", 3
0, "", 0, "", "", "", 0
6265, "The Sounds of Home", 0, "A local crafter, Nesh-Deeka, hopes to establish a trade agreement with Captain Jimila to sell an Argonian musical instrument abroad. He wants me to act as his agent and secure a deal for his vossa-satl.", "MMQ2 Q6265", "Murkmire", 726
5948, "Family Reunion", 0, "Veya thinks we should go and find Vatola Telem's squad that's scouting the old fort outside of Balmora. She said the fort's overrun with cultists and we need to reach the soldiers before anything happens to them.", "Q5948 - Reunion", "", 0
5949, "For Glory", 13, "I found a pamphlet describing the Battlegrounds, a place where contests of strategy and skill are held daily.", "VV-BG Intro", "", 0
5950, "The Ancestral Tombs", 0, "Librarian Bradyn seeks the location of the lost Library of Andule, the secret repository of knowledge of the ancient Great Houses, by building a miniature reproduction of Vvardenfell.", "Q5950 MuseumIntro", "", 0
5953, "Let the Games Begin", 13, "Battlemaster Rivyn has challenged me to participate in five Battlegrounds matches.", "VV-BG Q5953 LettheGamesBegin", "", 0
5954, "Test of Mettle", 13, "Battlemaster Rivyn has challenged me to show my individual skill as a player by earning Battleground Medals.", "VV-BG Q5954 RushofBattle", "", 0
5956, "Daedric Disruptions", 0, "The Sunken Vaults of Ashalmawia are infested with Worm Cultists performing unclean rites to summon Daedra.", "VV-AA Daedric Disruptions", "", 0
5958, "Unsettled Syndicate", 0, "The Camonna Tong are thought to be active in the illegal slave trade at Khartag Point. Their efforts need to be disrupted.", "Q5958 Unsettled Syndicate BEST", "", 0
6156, "Snuffing Out the Light", 0, "The Divine Prosecution has requested I travel to Eton Nir Grotto and destroy the cocoons of the Daedra roaming the cavern. I'll also need to burn any sacrilegious text I find.", "Q6156 Daily SU-D2", "", 0
5961, "Planting Misinformation", 0, "A faction of bandits in a cavern called Zainsipilu are attempting to grow moon-sugar grass. I've been asked to re-direct their methods through misinformation.", "VV-ZP Budding Botanists Bestow", "", 0
5962, "Kwama Conundrum", 0, "Through unknown breeding and feeding practices, the kwama miners of Matus-Akin have been developing a new, more aggressive breed of kwama. Though this breed needs to be contained, the Temple also wishes to learn more about their breeding methods.", "VV-ME Research Destroy BEST", "", 0
5972, "A Masterful Weapon", 4, "", "Q5972-MASTER WEAPONS", "", 0
6172, "The Psijics' Calling", 3, "Loremaster Celarus, a prestigious Psijic monk, invited me to join the Psijic Order. My first task involves closing breaches in time on Summerset Isle.", "PO01 Q6172 SummersetRifts", "", 0
5977, "A Masterful Feast", 4, "", "Q5977-MASTER FOOD", "", 0
5978, "Masterful Tailoring", 4, "", "Q5978-MASTER LIGHT", "", 0
5979, "Masterful Leatherwear", 4, "", "Q5979-MASTER MEDIUM", "", 0
5980, "A Masterful Concoction", 4, "", "Q5980-MASTER ALCHEMY 1", "", 0
5982, "A Masterful Concoction", 4, "", "Q5982-MASTER ALCHEMY 3", "", 0
5984, "A Masterful Concoction", 4, "", "Q5984-MASTER ALCHEMY 5", "", 0
5985, "A Masterful Concoction", 4, "", "Q5985-MASTER ALCHEMY 6", "", 0
5986, "A Masterful Concoction", 4, "", "Q5986-MASTER ALCHEMY 7", "", 0
5988, "A Masterful Concoction", 4, "", "Q5988-MASTER ALCHEMY 9", "", 0
5989, "A Masterful Concoction", 4, "", "Q5989-MASTER ALCHEMY 10", "", 0
5990, "A Masterful Concoction", 4, "", "Q5990-MASTER ALCHEMY 11", "", 0
5991, "A Masterful Concoction", 4, "", "Q5991-MASTER ALCHEMY 12", "", 0
6001, "A Friend In Need", 0, "<<1>> is willing to give me some property if I help resolve a personal matter.", "HQ Housing Quest Intro for Vva", "", 0
6003, "Divine Blessings", 0, "Lord Vivec wants to reward those who helped restore his power and save Vvardenfell from Barbas and Clavicus Vile. He asked me to help him accomplish that.", "VQ5.5 Blessings of Vivec", "Vvardenfell", 849
6004, "A Late Delivery", 0, "<<1>>, a merchant, was late delivering a shipment of rare mushrooms to the Telvanni mage Divayth Fyr. Though she now has the mushrooms, she fears Fyr may still punish her for delivering them late.", "Q6004 LateDelivery", "", 0
6010, "Kill Enemy Wardens", 7, "Grand Warlord Sorcalin has authorized a reward for any Dominion soldier who slays 20 enemy Wardens.", "AvA-DOM-Kill 20 Wardens", "", 0
6011, "Kill Enemy Wardens", 7, "Grand Warlord Zimmeron has authorized a reward for any Pact soldier who slays 20 enemy Wardens.", "AvA-PAC-Kill 20 Wardens", "", 0
6014, "Midyear Mayhem", 12, "I've run into a group of priests sermonizing about a holiday in Cyrodiil.", "Event - MidYear", "Glenumbra", 3
6017, "A Masterful Glyph", 4, "", "Legend Q6017-MASTER GLYPHS", "", 0
6018, "A Masterful Plate", 4, "", "Legend Q6018-MASTER HEAVY", "", 0
6020, "A Masterful Shield", 4, "", "Legend Q6020-MASTER SHIELD", "", 0
6021, "Masterful Tailoring", 4, "", "Legend Q6021-MASTER LIGHT", "", 0
6022, "Masterful Leatherwear", 4, "", "Legend Q6022-MASTER MEDIUM", "", 0
6023, "Of Knives and Long Shadows", 0, "A junior member of the Mages Guild named Skaldir insists that he and his associates have made a significant magical discovery-one that could prove disastrous if left uninvestigated.", "Q6023 CCTeaser", "", 0
6220, "Elsweyr Gate Crasher", 7, "", "Capture Aldmeri Gate Dag", "", 0
6025, "Deepening Shadows", 0, "In the wake of the Shadow of Sotha Sil's attack, Gascone has gone missing.  I should find him and see if he has any insight into what the shadow is and why it was in the Brass Fortress.", "Q6025-CCQ4-Deep", "Clockwork City", 980
0, "", 0, "", "", "", 0
6037, "Fuel for our Fires", 0, "<<1>> requested I gather oil from the water within Clockwork City. I'll also need to gather supplies to create more tools for future collecting.", "CC-BF Repeatable Water", "", 0
